,2022-08-31,2021-08-31,2020-08-31,2019-08-31
Total Assets,47263390000.0,43175843000.0,37078593000.0,29789880000.0
Current Assets,21610871000.0,19666511000.0,17749756000.0,15450601000.0
Cash Cash Equivalents And Short Term Investments,7893806000.0,8172468000.0,8509639000.0,6130166000.0
Cash And Cash Equivalents,7889833000.0,8168174000.0,8415330000.0,6126853000.0
Other Short Term Investments,3973000.0,4294000.0,94309000.0,3313000.0
Receivables,11776775000.0,9728212000.0,7846892000.0,8095071000.0
Accounts Receivable,11776775000.0,9728212000.0,7846892000.0,8095071000.0
Other Current Assets,1940290000.0,1765831000.0,1393225000.0,1225364000.0
Total Non Current Assets,25652519000.0,23509332000.0,19328837000.0,14339279000.0
Net PPE,4677675000.0,4821624000.0,4728914000.0,1391166000.0
Gross PPE,7167862000.0,7234073000.0,7042645000.0,3347195000.0
Properties,0.0,0.0,0.0,0.0
Buildings And Improvements,5609000.0,60000.0,61000.0,56000.0
Machinery Furniture Equipment,2597488000.0,2523032000.0,2434516000.0,2118294000.0
Other Properties,3018535000.0,3182519000.0,3183346000.0,1391166000.0
Leases,1546230000.0,1528462000.0,1424722000.0,1228845000.0
Accumulated Depreciation,-2490187000.0,-2412449000.0,-2313731000.0,-1956029000.0
Goodwill And Other Intangible Assets,13133293000.0,11125861000.0,8739038000.0,7046329000.0
Goodwill,13133293000.0,11125861000.0,7709820000.0,6205550000.0
Other Intangible Assets,,1710938000.0,1029218000.0,840779000.0
Investments And Advances,317972000.0,329526000.0,324514000.0,240313000.0
Long Term Equity Investment,164164000.0,,,
Investmentin Financial Assets,153808000.0,,,
Non Current Accounts Receivable,46844000.0,38334000.0,43257000.0,71002000.0
Non Current Deferred Assets,4809140000.0,4738575000.0,4876314000.0,5030956000.0
Non Current Deferred Taxes Assets,4001200000.0,4007130000.0,4153146000.0,4349464000.0
Other Non Current Assets,2667595000.0,2455412000.0,616800000.0,559513000.0
Total Liabilities Net Minority Interest,24516302000.0,23078729000.0,19579420000.0,14962189000.0
Current Liabilities,17523496000.0,15708867000.0,12662590000.0,11061896000.0
Payables And Accrued Expenses,12328675000.0,10723446000.0,8261972000.0,7866650000.0
Payables,3205956000.0,3307010000.0,2465825000.0,2024658000.0
Accounts Payable,2559485000.0,2274057000.0,1349874000.0,1646641000.0
Total Tax Payable,646471000.0,1032953000.0,1115951000.0,378017000.0
Income Tax Payable,646471000.0,423400000.0,453542000.0,378017000.0
Current Accrued Expenses,9122719000.0,7416436000.0,5796147000.0,5841992000.0
Current Debt And Capital Lease Obligation,716773000.0,756244000.0,763877000.0,6411000.0
Current Debt,9175000.0,12080000.0,7820000.0,6411000.0
Other Current Borrowings,9175000.0,12080000.0,7820000.0,
Current Capital Lease Obligation,707598000.0,744164000.0,756057000.0,
Current Deferred Liabilities,4478048000.0,4229177000.0,3636741000.0,3188835000.0
Current Deferred Revenue,4478048000.0,4229177000.0,3636741000.0,3188835000.0
Total Non Current Liabilities Net Minority Interest,6992806000.0,7369862000.0,6916830000.0,3900293000.0
Long Term Debt And Capital Lease Obligation,2608983000.0,2750390000.0,2721636000.0,16247000.0
Long Term Debt,45893000.0,53473000.0,54052000.0,16247000.0
Long Term Capital Lease Obligation,2563090000.0,2696917000.0,2667584000.0,
Non Current Deferred Liabilities,1031299000.0,943716000.0,870634000.0,698456000.0
Non Current Deferred Taxes Liabilities,318584000.0,243636000.0,179703000.0,133232000.0
Non Current Deferred Revenue,712715000.0,700080000.0,690931000.0,565224000.0
Tradeand Other Payables Non Current,1198139000.0,1105896000.0,930695000.0,892688000.0
Employee Benefits,1692152000.0,2016021000.0,1859444000.0,1765914000.0
Non Current Pension And Other Postretirement Benefit Plans,1692152000.0,2016021000.0,1859444000.0,1765914000.0
Other Non Current Liabilities,462233000.0,553839000.0,534421000.0,526988000.0
Total Equity Gross Minority Interest,22747088000.0,20097114000.0,17499173000.0,14827691000.0
Stockholders Equity,22106097000.0,19529454000.0,17000536000.0,14409008000.0
Capital Stock,72000.0,72000.0,72000.0,72000.0
Common Stock,72000.0,72000.0,72000.0,72000.0
Additional Paid In Capital,10679180000.0,8617838000.0,7167227000.0,5804448000.0
Retained Earnings,18203842000.0,13988748000.0,12375533000.0,10421538000.0
Treasury Stock,6678037000.0,3408491000.0,2565761000.0,1388376000.0
Gains Losses Not Affecting Retained Earnings,-2190342000.0,-1419497000.0,-1561837000.0,-1840577000.0
Other Equity Interest,2091382000.0,1750784000.0,1585302000.0,1411903000.0
Minority Interest,640991000.0,567660000.0,498637000.0,418683000.0
Total Capitalization,22151990000.0,19582927000.0,17054588000.0,14425255000.0
Common Stock Equity,22106097000.0,19529454000.0,17000536000.0,14409008000.0
Capital Lease Obligations,3270688000.0,3441081000.0,3423641000.0,
Net Tangible Assets,8972804000.0,8403593000.0,8261498000.0,7362679000.0
Working Capital,4087375000.0,3957644000.0,5087166000.0,4388705000.0
Invested Capital,22161165000.0,19595007000.0,17062408000.0,14431666000.0
Tangible Book Value,8972804000.0,8403593000.0,8261498000.0,7362679000.0
Total Debt,3325756000.0,3506634000.0,3485513000.0,22658000.0
Share Issued,665627538.0,656590625.0,658548895.0,654739267.0
Ordinary Shares Number,632000000.0,632085959.0,634165526.0,635774404.0
Treasury Shares Number,33627538.0,24504666.0,24383369.0,18964863.0
